% Iris Data
% 1. sepal length in cm 
% 2. sepal width in cm 
% 3. petal length in cm 
% 4. petal width in cm 
% 5. class: 
% -- 1,0,0: Iris Setosa 
% -- 0,1,0: Iris Versicolour 
% -- 0,0,1: Iris Virginica

entries: 150
inputs: 4
outputs: 3

-0.897673879,1.028611281,-1.33679402,-1.308592819,1,0,0
-1.139200483,-0.124540379,-1.33679402,-1.308592819,1,0,0
-1.380727088,0.336720285,-1.393469855,-1.308592819,1,0,0
-1.50149039,0.106089953,-1.280118186,-1.308592819,1,0,0
-1.018437181,1.259241613,-1.33679402,-1.308592819,1,0,0
-0.535383973,1.951132609,-1.166766516,-1.046524832,1,0,0
-1.50149039,0.797980949,-1.33679402,-1.177558826,1,0,0
-1.018437181,0.797980949,-1.280118186,-1.308592819,1,0,0
-1.743016994,-0.355170711,-1.33679402,-1.308592819,1,0,0
-1.139200483,0.106089953,-1.280118186,-1.439626813,1,0,0
-0.535383973,1.489871945,-1.280118186,-1.308592819,1,0,0
-1.259963786,0.797980949,-1.223442351,-1.308592819,1,0,0
-1.259963786,-0.124540379,-1.33679402,-1.439626813,1,0,0
-1.863780296,-0.124540379,-1.506821524,-1.439626813,1,0,0
-0.052330764,2.181762941,-1.45014569,-1.308592819,1,0,0
-0.173094066,3.104284269,-1.280118186,-1.046524832,1,0,0
-0.535383973,1.951132609,-1.393469855,-1.046524832,1,0,0
-0.897673879,1.028611281,-1.33679402,-1.177558826,1,0,0
-0.173094066,1.720502277,-1.166766516,-1.177558826,1,0,0
-0.897673879,1.720502277,-1.280118186,-1.177558826,1,0,0
-0.535383973,0.797980949,-1.166766516,-1.308592819,1,0,0
-0.897673879,1.489871945,-1.280118186,-1.046524832,1,0,0
-1.50149039,1.259241613,-1.563497359,-1.308592819,1,0,0
-0.897673879,0.567350617,-1.166766516,-0.915490838,1,0,0
-1.259963786,0.797980949,-1.053414847,-1.308592819,1,0,0
-1.018437181,-0.124540379,-1.223442351,-1.308592819,1,0,0
-1.018437181,0.797980949,-1.223442351,-1.046524832,1,0,0
-0.776910577,1.028611281,-1.280118186,-1.308592819,1,0,0
-0.776910577,0.797980949,-1.33679402,-1.308592819,1,0,0
-1.380727088,0.336720285,-1.223442351,-1.308592819,1,0,0
-1.259963786,0.106089953,-1.223442351,-1.308592819,1,0,0
-0.535383973,0.797980949,-1.280118186,-1.046524832,1,0,0
-0.776910577,2.412393273,-1.280118186,-1.439626813,1,0,0
-0.414620671,2.643023605,-1.33679402,-1.308592819,1,0,0
-1.139200483,0.106089953,-1.280118186,-1.439626813,1,0,0
-1.018437181,0.336720285,-1.45014569,-1.308592819,1,0,0
-0.414620671,1.028611281,-1.393469855,-1.308592819,1,0,0
-1.139200483,0.106089953,-1.280118186,-1.439626813,1,0,0
-1.743016994,-0.124540379,-1.393469855,-1.308592819,1,0,0
-0.897673879,0.797980949,-1.280118186,-1.308592819,1,0,0
-1.018437181,1.028611281,-1.393469855,-1.177558826,1,0,0
-1.622253692,-1.738952704,-1.393469855,-1.177558826,1,0,0
-1.743016994,0.336720285,-1.393469855,-1.308592819,1,0,0
-1.018437181,1.028611281,-1.223442351,-0.784456844,1,0,0
-0.897673879,1.720502277,-1.053414847,-1.046524832,1,0,0
-1.259963786,-0.124540379,-1.33679402,-1.177558826,1,0,0
-0.897673879,1.720502277,-1.223442351,-1.308592819,1,0,0
-1.50149039,0.336720285,-1.33679402,-1.308592819,1,0,0
-0.656147275,1.489871945,-1.280118186,-1.308592819,1,0,0
-1.018437181,0.567350617,-1.33679402,-1.308592819,1,0,0
1.396828861,0.336720285,0.533508524,0.263815108,0,1,0
0.672249049,0.336720285,0.420156854,0.394849102,0,1,0
1.276065559,0.106089953,0.646860193,0.394849102,0,1,0
-0.414620671,-1.738952704,0.136777681,0.132781114,0,1,0
0.793012351,-0.585801043,0.476832689,0.394849102,0,1,0
-0.173094066,-0.585801043,0.420156854,0.132781114,0,1,0
0.551485746,0.567350617,0.533508524,0.525883096,0,1,0
-1.139200483,-1.508322372,-0.259953162,-0.260320868,0,1,0
0.913775653,-0.355170711,0.476832689,0.132781114,0,1,0
-0.776910577,-0.816431375,0.080101846,0.263815108,0,1,0
-1.018437181,-2.4308437,-0.146601492,-0.260320868,0,1,0
0.068432538,-0.124540379,0.25012935,0.394849102,0,1,0
0.18919584,-1.969583036,0.136777681,-0.260320868,0,1,0
0.309959142,-0.355170711,0.533508524,0.263815108,0,1,0
-0.293857369,-0.355170711,-0.089925658,0.132781114,0,1,0
1.034538955,0.106089953,0.36348102,0.263815108,0,1,0
-0.293857369,-0.124540379,0.420156854,0.394849102,0,1,0
-0.052330764,-0.816431375,0.193453516,-0.260320868,0,1,0
0.430722444,-1.969583036,0.420156854,0.394849102,0,1,0
-0.293857369,-1.27769204,0.080101846,-0.129286874,0,1,0
0.068432538,0.336720285,0.590184358,0.787951084,0,1,0
0.309959142,-0.585801043,0.136777681,0.132781114,0,1,0
0.551485746,-1.27769204,0.646860193,0.394849102,0,1,0
0.309959142,-0.585801043,0.533508524,0.00174712,0,1,0
0.672249049,-0.355170711,0.306805185,0.132781114,0,1,0
0.913775653,-0.124540379,0.36348102,0.263815108,0,1,0
1.155302257,-0.585801043,0.590184358,0.263815108,0,1,0
1.034538955,-0.124540379,0.703536028,0.65691709,0,1,0
0.18919584,-0.355170711,0.420156854,0.394849102,0,1,0
-0.173094066,-1.047061707,-0.146601492,-0.260320868,0,1,0
-0.414620671,-1.508322372,0.023426012,-0.129286874,0,1,0
-0.414620671,-1.508322372,-0.033249823,-0.260320868,0,1,0
-0.052330764,-0.816431375,0.080101846,0.00174712,0,1,0
0.18919584,-0.816431375,0.760211862,0.525883096,0,1,0
-0.535383973,-0.124540379,0.420156854,0.394849102,0,1,0
